item_id,order_id,product_id,product_sku,product_name,qty_ordered,price,line_total,created_at,modified_at
241,112.0,63320,202589634,MA Cheese Board & kn | 202589634,1,600.0,600.0,2016-12-09 23:19:14,2021-07-06 15:49:53
256,121.0,62586,210883460,Portia 120 Metallic Raffia Wedges,1,1854.52,1854.52,2016-12-10 11:40:17,2021-07-06 15:49:56
257,121.0,58534,210883460,Portia 120 Metallic Raffia Wedges,1,0.0,0.0,2016-12-10 11:40:17,2021-07-06 15:49:56
258,121.0,62586,210883554,Portia 120 Metallic Raffia Wedges,1,1854.52,1854.52,2016-12-10 11:40:17,2021-07-06 15:49:56
259,121.0,58628,210883554,Portia 120 Metallic Raffia Wedges,1,0.0,0.0,2016-12-10 11:40:17,2021-07-06 15:49:56
260,121.0,63318,209808858,FALABELLA CHAMOIS MINIBELLA:blk:One Size - 209808148,1,2850.0,2850.0,2016-12-10 11:40:17,2021-07-06 15:49:56
261,121.0,53127,209808858,209808858,1,0.0,0.0,2016-12-10 11:40:17,2021-07-06 15:49:56
304,147.0,64937,210968466,GG Blooms iPhone 6 Plus Case,1,700.0,700.0,2016-12-10 15:57:33,2021-07-06 15:49:53
305,147.0,62644,210804870,Brown Woven Booties,1,5900.0,5900.0,2016-12-10 15:57:33,2021-07-06 15:49:56
306,147.0,55928,210804870,Brown Woven Booties,1,0.0,0.0,2016-12-10 15:57:33,2021-07-06 15:49:56
11731,7726.0,216793,212431444,Lavender Embroidered Primrose Gown,1,2285.71,2285.71,2018-10-07 15:36:16,2021-07-06 15:49:53
206,93.0,62694,210806551,210806528,1,2300.0,2300.0,2016-12-08 17:41:34,2021-07-06 15:49:56
207,93.0,56398,210806551,210806611,1,0.0,0.0,2016-12-08 17:41:34,2021-07-06 15:49:56
386,196.0,62642,210804754,210805073,1,3350.0,3350.0,2016-12-11 21:12:42,2021-07-06 15:49:56
387,,55812,210804754,Tabasco Red Ankle-Tie High Heel Sandal,1,0.0,0.0,2016-12-11 21:12:42,2021-07-06 15:49:56
3283,1886.0,112389,211544558,Cream Tiger Printed Scarf,1,1350.0,1350.0,2017-06-19 11:55:45,2021-07-06 15:49:53
11192,7181.0,216958,212370476,Pink Wide-Leg Cherry Pants,1,1523.81,1523.81,2018-09-10 17:10:19,2021-07-06 15:49:53
15371,9725.0,245481,212704610,Gold Plexi Metallic Mules,1,2519.05,2519.05,2019-01-16 11:41:53,2021-07-06 15:49:53
381400,204214.0,285527,212875659,Metallic-Blush Clover Skirt,1,1428.57,1428.57,2019-07-14 15:28:05,2021-07-06 15:49:53
386355,208281.0,76405,211024228,Black Large Grace Box Bag,1,3690.48,3690.48,2019-11-13 10:01:43,2021-07-06 15:49:53
392902,213976.0,57832,210860617,Delphine Black Sandal Boots,1,671.43,671.43,2020-04-08 10:51:15,2021-07-06 15:49:53
392967,214036.0,57832,210860617,Delphine Black Sandal Boots,1,671.43,671.43,2020-04-08 16:56:25,2021-07-06 15:49:53
392971,214039.0,54537,210768878,Poudre Rockstud Sandals,1,1295.24,1295.24,2020-04-08 17:44:50,2021-07-06 15:49:53
360,186.0,62449,210763772,ARROW BOMBER JACKET:Dark Red :M - 210763762,1,1850.0,1850.0,2016-12-11 16:30:23,2021-07-06 15:49:56
361,186.0,54005,210763772,Deep-Red Arrow Bomber Jacket,1,0.0,0.0,2016-12-11 16:30:23,2021-07-06 15:49:56
1084,567.0,62227,210768804,Nero Rockstud Flat Sandals,1,2910.0,2910.0,2017-01-05 14:44:20,2021-07-06 15:49:56
1085,567.0,54463,210768804,Nero Rockstud Flat Sandals,1,0.0,0.0,2017-01-05 14:44:20,2021-07-06 15:49:56
13,9.0,62231,210768997,Red Rockstud Sandals,1,2700.0,2700.0,2016-11-23 16:12:16,2021-07-06 15:49:55
14,9.0,54656,210768997,210768997,1,0.0,0.0,2016-11-23 16:12:16,2021-07-06 15:49:55
67,32.0,62985,210924831,Cotton Poplin Blue Shirt,1,330.56,330.56,2016-11-28 14:06:44,2021-07-06 15:49:56
68,32.0,60201,210924831,210924831,1,0.0,0.0,2016-11-28 14:06:44,2021-07-06 15:49:56
69,33.0,62986,210924859,Circular Hole Light Pink Jaquard Top,1,235.07,235.07,2016-11-28 14:12:28,2021-07-06 15:49:56
70,33.0,60229,210924859,210924859,1,0.0,0.0,2016-11-28 14:12:28,2021-07-06 15:49:56
71,34.0,63076,210880240,Ren 85 Light Mocha Leather Sandals,1,4305.9,4305.9,2016-11-28 14:28:08,2021-07-06 15:49:56
72,34.0,58391,210880240,Ren 85 Light Mocha Leather Sandals,1,0.0,0.0,2016-11-28 14:28:08,2021-07-06 15:49:56
83,40.0,62358,210836520,SAUGURO RIPPED SWEATHER:Dark Green :S - 210763900,1,975.0,975.0,2016-11-29 11:07:38,2021-07-06 15:49:56
84,40.0,57365,210836520,210836520,1,0.0,0.0,2016-11-29 11:07:38,2021-07-06 15:49:56
1283,668.0,63813,210962857,Off-White House Web Pleated Skirt,1,5250.0,5250.0,2017-02-01 09:59:49,2021-07-06 15:49:56
1284,668.0,64506,210962857,Off-White House Web Pleated Skirt,1,0.0,0.0,2017-02-01 09:59:49,2021-07-06 15:49:56
1284,668.0,64506,210962857,Off-White House Web Pleated Skirt,1,0.0,0.0,2017-02-01 09:59:49,2021-07-06 15:49:56
244,114.0,62639,210805068,210804774,1,2550.0,2550.0,2016-12-10 07:49:29,2021-07-06 15:49:56
245,114.0,56126,210805068,210804774,1,0.0,0.0,2016-12-10 07:49:29,2021-07-06 15:49:56
246,115.0,62639,210804841,210804774,1,2550.0,2550.0,2016-12-10 07:50:25,2021-07-06 15:49:56
247,,55899,210804841,210804774,1,0.0,0.0,2016-12-10 07:50:25,2021-07-06 15:49:56
312,151.0,62696,210806457,210806571,1,2350.0,2350.0,2016-12-10 16:50:08,2021-07-06 15:49:56
313,151.0,56304,210806457,210806571,1,0.0,0.0,2016-12-10 16:50:08,2021-07-06 15:49:56
314,151.0,62320,210800780,Crystallised Mermaid Dark Green Sandal,1,7450.0,7450.0,2016-12-10 16:50:08,2021-07-06 15:49:56
315,151.0,55552,210800780,Crystallised Mermaid Dark Green Sandal,1,0.0,0.0,2016-12-10 16:50:08,2021-07-06 15:49:56
380,195.0,62689,210806340,210806349,1,2550.0,2550.0,2016-12-11 21:06:04,2021-07-06 15:49:56
381,195.0,56187,210806340,Peep toe Brown Boot,1,0.0,0.0,2016-12-11 21:06:04,2021-07-06 15:49:56
382,195.0,63320,202589634,Pomegranate Cheese Board And Knife Set,1,600.0,600.0,2016-12-11 21:06:04,2021-07-06 15:49:53
383,195.0,53499,210757165,Aqua Grappola Earrings,1,700.0,700.0,2016-12-11 21:06:04,2021-07-06 15:49:53
384,195.0,62449,210763773,ARROW BOMBER JACKET:Dark Red :M - 210763762,1,1850.0,1850.0,2016-12-11 21:06:04,2021-07-06 15:49:56
385,195.0,54006,210763773,Deep-Red Arrow Bomber Jacket,1,0.0,0.0,2016-12-11 21:06:04,2021-07-06 15:49:56
973,506.0,62627,210810010,Black Keely 100 Sandals,1,2550.0,2550.0,2016-12-30 11:43:34,2021-07-06 15:49:56
974,506.0,56686,210810010,Black Keely 100 Sandals,1,0.0,0.0,2016-12-30 11:43:34,2021-07-06 15:49:56
975,506.0,62627,210811545,Black Keely 100 Sandals,1,2550.0,2550.0,2016-12-30 11:43:34,2021-07-06 15:49:56
976,506.0,56886,210811545,Black Keely 100 Sandals,1,0.0,0.0,2016-12-30 11:43:34,2021-07-06 15:49:56
977,506.0,62627,210810839,Black Keely 100 Sandals,1,2550.0,2550.0,2016-12-30 11:43:34,2021-07-06 15:49:56
978,506.0,56797,210810839,Black Keely 100 Sandals,1,0.0,0.0,2016-12-30 11:43:34,2021-07-06 15:49:56
979,507.0,62627,210809814,Black Keely 100 Sandals,1,2550.0,2550.0,2016-12-30 12:50:26,2021-07-06 15:49:56
980,507.0,56642,210809814,Black Keely 100 Sandals,1,0.0,0.0,2016-12-30 12:50:26,2021-07-06 15:49:56
981,508.0,53359,210749592,Off-White Bone Wing Earring,1,975.0,975.0,2016-12-30 18:17:51,2021-07-06 15:49:53
982,508.0,63057,210892154,Rose-Gold Bond Bracelet,1,3450.0,3450.0,2016-12-30 18:17:51,2021-07-06 15:49:56
983,508.0,59158,210892154,Rose-Gold Bond Bracelet,1,0.0,0.0,2016-12-30 18:17:51,2021-07-06 15:49:56
1360,706.0,62547,210800474,Light Pastel Pink Ilsa Flat Sandal,1,1450.0,1450.0,2017-02-05 16:19:03,2021-07-06 15:49:56
1361,706.0,55376,210800474,Light Pastel Pink Ilsa Flat Sandal,1,0.0,0.0,2017-02-05 16:19:03,2021-07-06 15:49:56
3809,2290.0,98341,204766411,"Pierre de Lune Eau de Parfum, 100ml",1,1125.0,1125.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3810,2290.0,64240,210222574,Essential Hydration Cream,1,192.0,192.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3811,2290.0,53368,210749601,Light Brown Leather And Marcasite Gemstone Necklace,1,975.0,975.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3811,2290.0,53368,210749601,Light Brown Leather And Marcasite Gemstone Necklace,1,975.0,975.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3812,2290.0,137692,211591918,Black Velvet & Swarovski Mules,1,3340.0,3340.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3813,2290.0,132884,211500104,Black Leather Small M.A.B. Bag,1,1450.0,1450.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3814,2290.0,137685,211591911,Bordeaux Velvet Pumps,1,2300.0,2300.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3815,2290.0,86228,211240255,Multi-Coloured Broche Leather Shoulder Bag,1,10800.0,10800.0,2017-07-21 08:13:48,2021-07-06 15:49:53
3816,2291.0,137672,211591898,Navy Velvet Pumps,1,2300.0,2300.0,2017-07-21 08:19:36,2021-07-06 15:49:53
3818,2293.0,137534,211592067,Navy Velvet Pumps,1,2300.0,2300.0,2017-07-21 08:37:50,2021-07-06 15:49:53
3819,2293.0,137326,211591963,Navy Velvet Pumps,1,2300.0,2300.0,2017-07-21 08:37:50,2021-07-06 15:49:53
4484,2734.0,65026,210969004,Red Brixton Leather Loafers,1,2550.0,2550.0,2017-08-16 14:05:01,2021-07-06 15:49:53
4485,,54634,210768975,Rockstud Heeled Sandal,1,3500.0,3500.0,2017-08-16 14:06:24,2021-07-06 15:49:53
4488,2738.0,124992,211447173,Gold Nail Shoulder Duster Earrings,1,900.0,900.0,2017-08-16 14:13:32,2021-07-06 15:49:53
4491,2739.0,136660,211586103,Yellow-Gold Luminus Bracelet,1,6850.0,6850.0,2017-08-16 14:14:07,2021-07-06 15:49:53
8112,4872.0,78443,210814982,Black Falabella Shaggy Deer Shoulder Bag,1,2952.38,2952.38,2018-01-10 18:28:11,2021-07-06 15:49:53
8113,4872.0,145561,211626777,Blue High-Waist Pants,1,666.67,666.67,2018-01-10 18:28:11,2021-07-06 15:49:53
8114,4872.0,145546,211626758,Blue High-Waist Pants,1,666.67,666.67,2018-01-10 18:28:11,2021-07-06 15:49:53
8115,4872.0,143787,211617725,Yellow-Gold & Emerald Exclusive Hamsa Necklace Charm,1,2761.9,2761.9,2018-01-10 18:28:11,2021-07-06 15:49:53
10566,6847.0,189735,212054358,Fuchsia Guccy Print T-Shirt,1,1952.38,1952.38,2018-08-06 15:06:27,2021-07-06 15:49:53
10567,6848.0,199783,212199010,Gold Sequined Tyler Midi Skirt,1,1190.48,1190.48,2018-08-06 15:07:53,2021-07-06 15:49:53
10568,6849.0,201240,212243545,Black Suede Maureen Mules,1,2428.57,2428.57,2018-08-06 15:10:45,2021-07-06 15:49:53
16300,10273.0,252122,212746048,Black Ysabel One-Shoulder Gown,1,1238.1,1238.1,2019-01-27 15:46:11,2021-07-06 15:49:53
19742,13150.0,216008,212148067,White Cotton T-Shirt,1,285.71,285.71,2019-04-07 11:29:21,2021-07-06 15:49:53
19743,13151.0,250518,212277176,White Idol Cotton T-Shirt,1,809.52,809.52,2019-04-07 11:33:05,2021-07-06 15:49:53
19744,13152.0,249681,212733160,White VLTN Leather Sneakers,1,2257.14,2257.14,2019-04-07 11:38:12,2021-07-06 15:49:53
19747,,257257,212557843,Navy Fine Check-Print Shirt,1,809.52,809.52,2019-04-07 11:54:32,2021-07-06 15:49:53
19823,13219.0,250525,212536196,Navy Jerry Track Jacket,1,3190.48,3190.48,2019-04-08 07:48:17,2021-07-06 15:49:53
19824,13219.0,249493,212729987,Navy Saffiano Leather Sandals,1,2723.81,2723.81,2019-04-08 07:48:17,2021-07-06 15:49:53
19833,13228.0,276503,212828366,Black Cotton Midi Briefs,1,131.43,131.43,2019-04-08 12:58:48,2021-07-06 15:49:53
19836,13231.0,240351,212676846,Black Debossed Logo Slides,1,285.71,285.71,2019-04-08 13:20:31,2021-07-06 15:49:53
19837,13232.0,239060,212675590,White Distressed Logo T-Shirt,1,595.24,595.24,2019-04-08 13:25:53,2021-07-06 15:49:53
19838,13233.0,240351,212676846,Black Debossed Logo Slides,1,285.71,285.71,2019-04-08 13:28:35,2021-07-06 15:49:53
19839,13234.0,238690,212675229,White Distressed Logo T-Shirt,1,595.24,595.24,2019-04-08 13:32:55,2021-07-06 15:49:53
19840,13235.0,276507,212828368,Black Cotton Midi Briefs,1,131.43,131.43,2019-04-08 13:33:52,2021-07-06 15:49:53
19842,13237.0,276507,212828368,Black Cotton Midi Briefs,1,131.43,131.43,2019-04-08 13:49:12,2021-07-06 15:49:53
21176,14391.0,228773,212595908,Signal-Orange Tie-Dye Shorts,2,1200.0,2400.0,2019-04-23 09:19:39,2021-07-06 15:49:53
21177,14392.0,239067,212675597,Off-White Slogan Logo Back T-Shirt,2,450.0,900.0,2019-04-23 09:34:54,2021-07-06 15:49:53
21178,14392.0,227913,212593862,Blue Web Trim Straight-Leg Jeans,1,3342.86,3342.86,2019-04-23 09:34:54,2021-07-06 15:49:53
21179,14392.0,227855,212593830,Blue Web Trim Straight-Leg Jeans,1,3342.86,3342.86,2019-04-23 09:34:54,2021-07-06 15:49:53
22116,15098.0,227897,212593592,Red & Black Checkered Shirt,1,2038.1,2038.1,2019-05-02 23:05:59,2021-07-06 15:49:53
22117,15098.0,198137,212191182,Gold Glitter-Embellished Nicole Sandals,1,1523.81,1523.81,2019-05-02 23:05:59,2021-07-06 15:49:53
22118,15098.0,183164,212003916,"Freesia XL ""Maison De L'Amour"" Candle",2,1952.38,3904.76,2019-05-02 23:05:59,2021-07-06 15:49:53
22119,15099.0,261898,212783335,White Metallic Embroidery Sneakers,1,1047.62,1047.62,2019-05-02 23:06:48,2021-07-06 15:49:53
22851,15705.0,225149,211577064,White Logo Boxer Briefs,1,180.95,180.95,2019-05-12 11:48:02,2021-07-06 15:49:53
22852,15706.0,187274,212032766,Pink Logo-Detail T-Shirt,1,1476.19,1476.19,2019-05-12 11:51:55,2021-07-06 15:49:53
22853,15706.0,249216,212732469,Red Political Logo Oversized T-Shirt,1,1704.76,1704.76,2019-05-12 11:51:55,2021-07-06 15:49:53
22854,15707.0,155478,211630209,White Sacai Lace Back T-Shirt,1,1095.24,1095.24,2019-05-12 11:55:43,2021-07-06 15:49:53
22855,15708.0,155478,211630209,White Sacai Lace Back T-Shirt,1,1095.24,1095.24,2019-05-12 11:57:28,2021-07-06 15:49:53
22856,15709.0,155443,211630145,White Cotton & Lace Cocoon T-Shirt,1,1333.33,1333.33,2019-05-12 12:00:10,2021-07-06 15:49:53
22857,15710.0,253466,201352302,White Cotton Superior Boxer Briefs,1,190.48,190.48,2019-05-12 12:05:58,2021-07-06 15:49:53
22858,15711.0,253550,212379859,Grey Cashmere Finley Track Pants,1,3285.71,3285.71,2019-05-12 12:08:34,2021-07-06 15:49:53
22914,15766.0,120903,211547263,Black Embroidered Jogging Pant,1,5000.0,5000.0,2019-05-13 09:59:29,2021-07-06 15:49:53
23220,16033.0,285333,212874470,Light-Blue Pearl-Embellished Beaded Dress,1,2523.81,2523.81,2019-05-17 15:49:18,2021-07-06 15:49:53
23221,16034.0,336117,211794533,Blue Margot Skinny Jeans,1,952.38,952.38,2019-05-17 21:18:28,2021-07-06 15:49:53
23222,16034.0,285527,212875659,Metallic-Blush Clover Skirt,1,1428.57,1428.57,2019-05-17 21:18:28,2021-07-06 15:49:53
23223,16034.0,285522,212875654,Navy Embroidered Emerson Shorts,1,1000.0,1000.0,2019-05-17 21:18:28,2021-07-06 15:49:53
23224,16034.0,285515,212875647,Navy Embroidered Emerson Mini Dress,1,1714.29,1714.29,2019-05-17 21:18:28,2021-07-06 15:49:53
23225,,285511,212875643,Pink & Brown Anderson Midi Dress,1,2714.29,2714.29,2019-05-17 21:18:28,2021-07-06 15:49:53
23226,16034.0,285524,212875656,Navy Polka-Dot Perry Mini Dress,1,2238.1,2238.1,2019-05-17 21:18:28,2021-07-06 15:49:53
23227,16034.0,285497,212875629,Navy Polka-Dot Randall Midi Skirt,2,1190.48,2380.96,2019-05-17 21:18:28,2021-07-06 15:49:53
23228,16034.0,285481,212875613,White Ruffled-Sleeve Holland Shirt,1,1000.0,1000.0,2019-05-17 21:18:28,2021-07-06 15:49:53
23229,16034.0,285478,212875610,Black Off-The-Shoulder Presley Dress,1,2047.62,2047.62,2019-05-17 21:18:28,2021-07-06 15:49:53
23230,16035.0,285476,212875608,Brown Anderson Cold-Shoulder Top,1,1904.76,1904.76,2019-05-17 21:22:10,2021-07-06 15:49:53
23231,16035.0,285490,212875622,Pink Polka-Dotted Parxton Dress,1,2047.62,2047.62,2019-05-17 21:22:10,2021-07-06 15:49:53
23232,16035.0,285470,212875602,Navy Polka-Dot Perry Top,1,1714.29,1714.29,2019-05-17 21:22:10,2021-07-06 15:49:53
23233,16035.0,285357,212874494,Light-Pink Crystal-Embellished Dress,1,2619.05,2619.05,2019-05-17 21:22:10,2021-07-06 15:49:53
23234,16035.0,285343,212874480,Light-Pink Pearl-Embellished Beaded Dress,1,2523.81,2523.81,2019-05-17 21:22:10,2021-07-06 15:49:53
23235,16035.0,285338,212874475,Light-Grey Beaded-Embellished Dress,1,2285.71,2285.71,2019-05-17 21:22:10,2021-07-06 15:49:53
23236,16035.0,283413,212872427,Beige Linen Crop Top,1,595.24,595.24,2019-05-17 21:22:10,2021-07-06 15:49:53
23237,16035.0,277146,212871355,Black Leather High-Waisted Pants,1,1666.67,1666.67,2019-05-17 21:22:11,2021-07-06 15:49:53
23238,16035.0,276924,212867825,White Removable-Sleeves Aubrey Linen Top,1,833.33,833.33,2019-05-17 21:22:11,2021-07-06 15:49:53
23239,16035.0,276929,212867830,White Removable-Sleeves Aubrey Linen Top,1,833.33,833.33,2019-05-17 21:22:11,2021-07-06 15:49:53
23240,16035.0,276935,212867835,White Removable-Sleeves Aubrey Linen Top,1,833.33,833.33,2019-05-17 21:22:11,2021-07-06 15:49:53
23241,16036.0,106259,211491427,Gold Metallic Rockstud Pumps,1,3409.52,3409.52,2019-05-17 21:28:38,2021-07-06 15:49:53
23589,16343.0,53943,210761148,Noir Single-Strap Rockstud Patent Pumps,1,3161.9,3161.9,2019-05-26 19:38:40,2021-07-06 15:49:53
23590,16343.0,1407838,Donation500,UNHCR Donation,1,500.0,500.0,2019-05-26 19:38:40,2021-07-06 15:49:53
23591,16343.0,284825,212874080,White Logo Print Low-Top Sneakers,1,666.67,666.67,2019-05-26 19:38:40,2021-07-06 15:49:53
23592,16344.0,284825,212874080,White Logo Print Low-Top Sneakers,1,666.67,666.67,2019-05-26 19:40:53,2021-07-06 15:49:53
23593,16345.0,284808,212874063,Black Dotted Low-Top Sneakers,1,666.67,666.67,2019-05-26 19:44:08,2021-07-06 15:49:53
380177,203190.0,187224,211965890,Black Logo-Detail T-Shirt,1,1476.19,1476.19,2019-06-16 17:12:06,2021-07-06 15:49:53
380581,203516.0,274866,212863281,White Logo Print T-Shirt,1,571.43,571.43,2019-06-25 16:19:07,2021-07-06 15:49:53
383459,205957.0,268066,211392274,CREEPERS CUTOUT SIDE | 211392274,1,4285.71,4285.71,2019-09-17 15:52:57,2021-07-06 15:49:53
383460,205957.0,253320,212699521,Light-Blue Stock Tie-Dye T-Shirt,1,171.43,171.43,2019-09-17 15:52:57,2021-07-06 15:49:53
383461,205957.0,253489,212719615,Light-Blue Monaco Linen Shirt,1,361.9,361.9,2019-09-17 15:52:58,2021-07-06 15:49:53
383462,205957.0,215491,212411535,Black Unbridled Tucked Midi Dress,1,2261.9,2261.9,2019-09-17 15:52:58,2021-07-06 15:49:53
383463,205958.0,161041655,213002712,Removable-Vest Abaya,1,6500.0,6500.0,2019-09-17 15:55:53,2021-07-06 15:49:53
383466,205961.0,234254,212649288,Canvas Tech Mesh Espadrilles,1,2142.86,2142.86,2019-09-17 16:04:12,2021-07-06 15:49:53
383467,205962.0,223393,212512327,Bronze Sequined Scarlett Jacket,1,1028.57,1028.57,2019-09-17 16:09:42,2021-07-06 15:49:53
383470,205964.0,245284,212697945,White Patent-Leather Point-Toe Pumps,1,2333.33,2333.33,2019-09-17 16:28:14,2021-07-06 15:49:53
383471,205965.0,232981,212353305,Light-Blue Gossamer Lace Midi Dress,1,2895.24,2895.24,2019-09-17 16:33:13,2021-07-06 15:49:53
383626,206107.0,161041617,213002674,Floral Appliqué Abaya,1,12500.0,12500.0,2019-09-30 15:47:25,2021-07-06 15:49:53
383627,206107.0,230424,212610626,Black Embellished Logo Cardigan,1,11904.76,11904.76,2019-09-30 15:47:25,2021-07-06 15:49:53
383635,206114.0,210003,212270907,Black Brianna Suede Booties,1,2976.19,2976.19,2019-09-30 17:12:44,2021-07-06 15:49:53
383636,206114.0,200435,212169074,Multi-Coloured Pop Flower Printed Silk Kaftan,1,7904.76,7904.76,2019-09-30 17:12:44,2021-07-06 15:49:53
383637,206114.0,249123,210352667,Black Classic Mini City Arena Tote Bag,2,5466.67,10933.34,2019-09-30 17:12:44,2021-07-06 15:49:53
383672,206146.0,153011,211662658,Grey Jacquard Cashmere Cardigan,1,8476.19,8476.19,2019-10-01 14:21:40,2021-07-06 15:49:53
383673,206146.0,201162,211801706,Black Jersey Logo Jogger Pants,1,2904.76,2904.76,2019-10-01 14:21:40,2021-07-06 15:49:53
383675,206148.0,184184,211663488,White-Gold Icon Blossom Bracelet,1,10380.95,10380.95,2019-10-01 14:34:08,2021-07-06 15:49:53
383810,206266.0,323988,212577939,Borgonuovo Logo Print Sweatshirt,1,2571.43,2571.43,2019-10-06 17:10:34,2021-07-06 15:49:53
383826,206273.0,236747,212670397,Geometric Macaramé Lace Dress,1,1309.52,1309.52,2019-10-06 17:35:25,2021-07-06 15:49:53
383928,206349.0,161078380,213062348,Feline Garden Print Silk Shirt,1,5238.1,5238.1,2019-10-09 14:19:53,2021-07-06 15:49:53
383929,206350.0,220672,212452142,Black Silk Ruffled Tralala Pants,1,1209.52,1209.52,2019-10-09 14:22:02,2021-07-06 15:49:53
384299,206615.0,225814,212559089,Metallic Light-Blue Printed Long Dress,1,6285.71,6285.71,2019-10-16 17:19:39,2021-07-06 15:49:53
385914,207936.0,161076266,213164498,Espionage Silk Flounce Dress,1,2857.14,2857.14,2019-11-07 15:03:58,2021-07-06 15:49:53
386481,208376.0,246666,212706917,Blue Alma Denim Midi Skirt,1,371.43,371.43,2019-11-14 16:42:08,2021-07-06 15:49:53
386484,208379.0,246663,212706914,Blue Alma Denim Midi Skirt,1,371.43,371.43,2019-11-14 17:22:11,2021-07-06 15:49:53
386488,208383.0,246665,212706916,Blue Alma Denim Midi Skirt,1,371.43,371.43,2019-11-14 17:35:20,2021-07-06 15:49:53
386489,208383.0,246670,212706921,Cream Cheope Tie Front Jersey Dress,1,371.43,371.43,2019-11-14 17:35:20,2021-07-06 15:49:53
386550,208440.0,234177,212658862,Mustard Tiger Sequined Gigi Dress,1,1342.86,1342.86,2019-11-18 12:24:34,2021-07-06 15:49:53
