id,customer_id,order_number,created_at,modified_at,order_total,total_qty_ordered
507.0,16,482,2016-12-30 12:50:26,2021-07-06 15:54:46,2550.0,1.0
508.0,16,483,2016-12-30 18:17:51,2021-07-06 15:54:46,4450.0,2.0
706.0,16,BOS02905,2017-02-05 16:19:03,2021-07-06 15:54:46,1475.0,1.0
2290.0,16,BOU07321,2017-07-21 08:13:48,2021-07-06 15:54:46,20182.0,7.0
2291.0,16,BOU07521,2017-07-21 08:19:36,2021-07-06 15:54:46,2325.0,1.0
2293.0,16,BOU07921,2017-07-21 08:37:50,2021-07-06 15:54:46,4625.0,2.0
2734.0,16,BOS087316,2017-08-16 14:05:01,2021-07-06 15:54:46,2555.0,1.0
2735.0,16,BOU087516,2017-08-16 14:06:24,2021-07-06 15:54:46,3505.0,1.0
2738.0,16,BOS088116,2017-08-16 14:13:32,2021-07-06 15:54:46,905.0,1.0
2739.0,16,BOU088516,2017-08-16 14:14:07,2021-07-06 15:54:46,6855.0,1.0
4872.0,16,BOU012310,2018-01-10 18:28:11,2021-07-06 15:54:46,7401.19,4.0
6847.0,16,BOU081106,2018-08-06 15:06:27,2021-07-06 15:54:46,2051.19,1.0
6848.0,16,BOU081306,2018-08-06 15:07:53,2021-07-06 15:54:46,1250.0,1.0
6849.0,16,BOU081506,2018-08-06 15:10:45,2021-07-06 15:54:46,2550.0,1.0
10273.0,16,BOU011672777,2019-01-27 15:46:11,2021-07-06 15:54:46,1300.0,1.0
13150.0,16,BOU04230760,2019-04-07 11:29:21,2021-07-06 15:54:46,350.0,1.0
13151.0,16,BOU04250784,2019-04-07 11:33:05,2021-07-06 15:54:46,850.0,1.0
13152.0,16,BOU04270721,2019-04-07 11:38:12,2021-07-06 15:54:46,2370.0,1.0
13154.0,16,BOU04310771,2019-04-07 11:54:32,2021-07-06 15:54:46,850.0,1.0
13219.0,16,BOU04450815,2019-04-08 07:48:17,2021-07-06 15:54:46,5960.0,2.0
13228.0,16,BOU04630866,2019-04-08 12:58:48,2021-07-06 15:54:46,173.0,1.0
13231.0,16,BOU04690881,2019-04-08 13:20:31,2021-07-06 15:54:46,335.0,1.0
13232.0,16,BOU04710855,2019-04-08 13:25:53,2021-07-06 15:54:46,625.0,1.0
13233.0,16,BOU04730827,2019-04-08 13:28:35,2021-07-06 15:54:46,335.0,1.0
13234.0,16,BOU04750834,2019-04-08 13:32:55,2021-07-06 15:54:46,625.0,1.0
13235.0,16,BOU04770818,2019-04-08 13:33:52,2021-07-06 15:54:46,173.0,1.0
13237.0,16,BOU04810862,2019-04-08 13:49:12,2021-07-06 15:54:46,173.0,1.0
14391.0,16,BOU04152356,2019-04-23 09:19:39,2021-07-06 15:54:46,2620.0,2.0
14392.0,16,BOU04172370,2019-04-23 09:34:54,2021-07-06 15:54:46,7964.0,4.0
15098.0,16,BOU05990239,2019-05-02 23:05:59,2021-07-06 15:54:46,7466.0,4.0
15099.0,16,BOU051010223,2019-05-02 23:06:48,2021-07-06 15:54:46,1100.0,1.0
15705.0,16,BOU05191210,2019-05-12 11:48:02,2021-07-06 15:54:46,240.0,1.0
15706.0,16,BOU05211299,2019-05-12 11:51:55,2021-07-06 15:54:46,3340.0,2.0
15707.0,16,BOU05231253,2019-05-12 11:55:43,2021-07-06 15:54:46,1150.0,1.0
15708.0,16,BOU05251261,2019-05-12 11:57:28,2021-07-06 15:54:46,1200.0,1.0
15709.0,16,BOU05271225,2019-05-12 12:00:10,2021-07-06 15:54:46,1400.0,1.0
15710.0,16,BOU05291290,2019-05-12 12:05:58,2021-07-06 15:54:46,250.0,1.0
15711.0,16,BOU05311252,2019-05-12 12:08:34,2021-07-06 15:54:46,3450.0,1.0
15766.0,16,BOU0571364,2019-05-13 09:59:29,2021-07-06 15:54:46,5250.0,1.0
16033.0,16,BOU05331794,2019-05-17 15:49:18,2021-07-06 15:54:46,2650.0,1.0
16034.0,16,BOU05351773,2019-05-17 21:18:28,2021-07-06 15:54:46,16250.0,10.0
16035.0,16,BOU05371738,2019-05-17 21:22:10,2021-07-06 15:54:46,18750.0,11.0
16036.0,16,BOU05391744,2019-05-17 21:28:38,2021-07-06 15:54:46,3580.0,1.0
16343.0,16,BOU05652650,2019-05-26 19:38:40,2021-07-06 15:54:46,4520.0,3.0
16344.0,16,BOU05672697,2019-05-26 19:40:53,2021-07-06 15:54:46,700.0,1.0
16345.0,16,BOU05692698,2019-05-26 19:44:08,2021-07-06 15:54:46,700.0,1.0
203190.0,16,BOU06651617,2019-06-16 17:12:06,2021-07-06 15:54:46,1550.0,1.0
203516.0,16,BOU06952556,2019-06-25 16:19:07,2021-07-06 15:54:46,600.0,1.0
205957.0,16,BOU09771799,2019-09-17 15:52:57,2021-07-06 15:54:46,7485.0,4.0
205958.0,16,BOU09791755,2019-09-17 15:55:53,2021-07-06 15:54:46,6875.0,1.0
205961.0,16,BOU09851791,2019-09-17 16:04:12,2021-07-06 15:54:46,2300.0,1.0
205962.0,16,BOU09871720,2019-09-17 16:09:42,2021-07-06 15:54:46,1130.0,1.0
205964.0,16,BOU09911731,2019-09-17 16:28:14,2021-07-06 15:54:46,2500.0,1.0
205965.0,16,BOU09931799,2019-09-17 16:33:13,2021-07-06 15:54:46,3090.0,1.0
206107.0,16,BOU09233082,2019-09-30 15:47:25,2021-07-06 15:54:46,25625.0,2.0
206114.0,16,BOU09373061,2019-09-30 17:12:44,2021-07-06 15:54:46,22955.0,4.0
206146.0,16,BOU10410199,2019-10-01 14:21:40,2021-07-06 15:54:46,11950.0,2.0
206148.0,16,BOU10450155,2019-10-01 14:34:08,2021-07-06 15:54:46,10900.0,1.0
206266.0,16,BOU10450624,2019-10-06 17:10:34,2021-07-06 15:54:46,2700.0,1.0
206273.0,16,BOU10610670,2019-10-06 17:35:25,2021-07-06 15:54:46,1375.0,1.0
206349.0,16,BOU10290983,2019-10-09 14:19:53,2021-07-06 15:54:46,5600.0,1.0
206350.0,16,BOU10310952,2019-10-09 14:22:02,2021-07-06 15:54:46,1370.0,1.0
206615.0,16,BOU10291697,2019-10-16 17:19:39,2021-07-06 15:54:46,6650.0,1.0
207936.0,16,BOS116907,2019-11-07 15:03:58,2021-07-06 15:54:46,3000.0,1.0
208376.0,16,BOU11931428,2019-11-14 16:42:08,2021-07-06 15:54:46,390.0,1.0
208379.0,16,BOU11991499,2019-11-14 17:22:11,2021-07-06 15:54:46,390.0,1.0
208383.0,16,BOU111071478,2019-11-14 17:35:20,2021-07-06 15:54:46,780.0,2.0
208440.0,16,BOU11471881,2019-11-18 12:24:34,2021-07-06 15:54:46,1410.0,1.0
208441.0,16,BOU11491823,2019-11-18 12:27:00,2021-07-06 15:54:46,1410.0,1.0
208443.0,16,BOU11531862,2019-11-18 12:39:23,2021-07-06 15:54:46,1410.0,1.0
208444.0,16,BOU11551829,2019-11-18 12:42:02,2021-07-06 15:54:46,1410.0,1.0
208445.0,16,BOU11571886,2019-11-18 12:43:41,2021-07-06 15:54:46,2110.0,1.0
208446.0,16,BOU11591887,2019-11-18 12:46:37,2021-07-06 15:54:46,1290.0,1.0
209149.0,16,BOU12971078,2019-12-10 17:37:18,2021-07-06 15:54:46,4450.0,1.0
209213.0,16,BOU12451162,2019-12-11 11:46:14,2021-07-06 15:54:46,4954.0,2.0
209504.0,16,BOU122951619,2019-12-16 17:22:46,2021-07-06 15:54:46,624.0,1.0
209505.0,16,BOU122971666,2019-12-16 17:27:07,2021-07-06 15:54:46,624.0,1.0
209506.0,16,BOU122991614,2019-12-16 17:33:07,2021-07-06 15:54:46,624.0,1.0
209513.0,16,BOU123131668,2019-12-16 18:21:01,2021-07-06 15:54:46,624.0,1.0
209904.0,16,BOU121251983,2019-12-19 19:11:31,2021-07-06 15:54:46,1260.0,1.0
209905.0,16,BOU121271925,2019-12-19 19:13:58,2021-07-06 15:54:46,1260.0,1.0
214239.0,16,BOU04571522,2020-04-15 15:49:07,2021-07-06 15:54:46,3847.99,4.0
214240.0,16,BOU04591564,2020-04-15 15:55:03,2021-07-06 15:54:46,524.0,1.0
214241.0,16,BOU04611528,2020-04-15 16:08:22,2021-07-06 15:54:46,624.0,1.0
215481.0,16,BOU05511243,2020-05-12 11:29:18,2021-07-06 15:54:46,5500.0,1.0
215482.0,16,BOU05531218,2020-05-12 11:33:09,2021-07-06 15:54:46,1255.0,1.0
215486.0,16,BOU05671269,2020-05-12 12:29:59,2021-07-06 15:54:46,1255.0,1.0
215488.0,16,BOU05731228,2020-05-12 13:13:55,2021-07-06 15:54:46,1255.0,1.0
215489.0,16,BOU05751273,2020-05-12 13:15:16,2021-07-06 15:54:46,1255.0,1.0
215490.0,16,BOU05771242,2020-05-12 13:16:48,2021-07-06 15:54:46,2280.0,1.0
215491.0,16,BOU05791265,2020-05-12 13:18:04,2021-07-06 15:54:46,8900.0,1.0
215492.0,16,BOU05811235,2020-05-12 13:19:17,2021-07-06 15:54:46,4200.0,1.0
215493.0,16,BOU05831282,2020-05-12 13:20:08,2021-07-06 15:54:46,6755.0,1.0
215495.0,16,BOU05891213,2020-05-12 13:26:02,2021-07-06 15:54:46,5460.0,1.0
215497.0,16,BOU05931249,2020-05-12 13:36:04,2021-07-06 15:54:46,1410.0,1.0
215498.0,16,BOU05951225,2020-05-12 13:49:50,2021-07-06 15:54:46,1800.0,1.0
215499.0,16,BOU05971236,2020-05-12 13:51:11,2021-07-06 15:54:46,1925.0,1.0
215500.0,16,BOU05991263,2020-05-12 13:53:09,2021-07-06 15:54:46,8550.0,1.0
215502.0,16,BFOS0510312,2020-05-12 14:42:47,2021-07-06 15:54:46,3300.0,1.0
215503.0,16,BFOS0510512,2020-05-12 14:44:48,2021-07-06 15:54:46,1440.0,1.0
215504.0,16,BFOS0510712,2020-05-12 14:45:17,2021-07-06 15:54:46,1440.0,1.0
215505.0,16,BFOS0510912,2020-05-12 14:46:40,2021-07-06 15:54:46,1260.0,1.0
215506.0,16,BFOS0511112,2020-05-12 14:50:49,2021-07-06 15:54:46,2100.0,1.0
215507.0,16,BFOS0511312,2020-05-12 14:51:40,2021-07-06 15:54:46,1260.0,1.0
215514.0,16,BOU051251248,2020-05-12 15:15:02,2021-07-06 15:54:46,1240.0,1.0
215519.0,16,BOU051371299,2020-05-12 15:25:45,2021-07-06 15:54:46,1240.0,1.0
215523.0,16,BOU051471232,2020-05-12 15:33:57,2021-07-06 15:54:46,245.0,1.0
215524.0,16,BOU051491299,2020-05-12 15:46:11,2021-07-06 15:54:46,245.0,1.0
215525.0,16,BOU051511299,2020-05-12 15:50:57,2021-07-06 15:54:46,245.0,1.0
215526.0,16,BOU051531222,2020-05-12 15:53:18,2021-07-06 15:54:46,3300.0,1.0
215528.0,16,BOU051571258,2020-05-12 15:54:29,2021-07-06 15:54:46,2495.0,1.0
215534.0,16,BOU051691266,2020-05-12 16:40:27,2021-07-06 15:54:46,2480.0,1.0
215536.0,16,BOU051731238,2020-05-12 16:42:16,2021-07-06 15:54:46,4280.0,1.0
215578.0,16,BOS056913,2020-05-13 11:56:00,2021-07-06 15:54:46,4000.0,1.0
215582.0,16,BOQ057713,2020-05-13 12:17:38,2021-07-06 15:54:46,1710.0,1.0
215711.0,16,BOU05491494,2020-05-14 10:25:08,2021-07-06 15:54:46,11500.0,1.0
215718.0,16,BOU05651457,2020-05-14 10:38:31,2021-07-06 15:54:46,189.0,1.0
215719.0,16,BOU05671445,2020-05-14 10:41:44,2021-07-06 15:54:46,189.0,1.0
215720.0,16,BOU05691424,2020-05-14 10:44:12,2021-07-06 15:54:46,180.0,1.0
215721.0,16,BOU05711498,2020-05-14 10:47:36,2021-07-06 15:54:46,180.0,1.0
215722.0,16,BOU05731413,2020-05-14 10:49:17,2021-07-06 15:54:46,365.0,1.0
215723.0,16,BOU05751467,2020-05-14 10:53:37,2021-07-06 15:54:46,365.0,1.0
215724.0,16,BOU05771426,2020-05-14 10:55:42,2021-07-06 15:54:46,915.0,1.0
215766.0,16,BOU051651418,2020-05-14 13:37:06,2021-07-06 15:54:46,8550.0,1.0
215784.0,16,BOS0520114,2020-05-14 14:27:09,2021-07-06 15:54:46,10140.0,1.0
215823.0,16,BOO0527914,2020-05-14 17:16:43,2021-07-06 15:54:46,60.0,1.0
215952.0,16,BOU051711771,2020-05-17 12:41:27,2021-07-06 15:54:46,9220.0,2.0
215953.0,16,BOU051731740,2020-05-17 12:43:51,2021-07-06 15:54:46,6900.0,1.0
215956.0,16,BOU051791780,2020-05-17 12:46:20,2021-07-06 15:54:46,3150.0,1.0
215959.0,16,BOU051851772,2020-05-17 12:50:23,2021-07-06 15:54:46,2190.0,1.0
215965.0,16,BOU051971780,2020-05-17 13:01:30,2021-07-06 15:54:46,2375.0,1.0
215971.0,16,BOU052091793,2020-05-17 13:09:42,2021-07-06 15:54:46,335.0,1.0
216255.0,16,BOU053331820,2020-05-18 14:23:24,2021-07-06 15:54:46,1260.0,1.0
216256.0,16,BOU053351835,2020-05-18 14:25:24,2021-07-06 15:54:46,4350.0,1.0
216259.0,16,BOU053411865,2020-05-18 14:32:14,2021-07-06 15:54:46,4350.0,1.0
216300.0,16,BOU054231899,2020-05-18 15:07:10,2021-07-06 15:54:46,1650.0,1.0
216302.0,16,BOU054271855,2020-05-18 15:09:31,2021-07-06 15:54:46,1650.0,1.0
216306.0,16,BOU054351870,2020-05-18 15:18:47,2021-07-06 15:54:46,2190.0,1.0
216315.0,16,BOU054531869,2020-05-18 15:23:03,2021-07-06 15:54:46,2250.0,1.0
216320.0,16,BOU054631845,2020-05-18 15:39:43,2021-07-06 15:54:46,1500.0,1.0
216333.0,16,BOU054911850,2020-05-18 16:01:44,2021-07-06 15:54:46,1450.0,1.0
216334.0,16,BOU054931833,2020-05-18 16:03:05,2021-07-06 15:54:46,1450.0,1.0
216337.0,16,BOU054991860,2020-05-18 16:06:08,2021-07-06 15:54:46,525.0,1.0
216338.0,16,BOU055011818,2020-05-18 16:07:39,2021-07-06 15:54:46,4350.0,1.0
216391.0,16,BOU05571911,2020-05-19 11:34:20,2021-07-06 15:54:46,2000.0,1.0
216393.0,16,BOU05611975,2020-05-19 11:36:35,2021-07-06 15:54:46,2550.0,1.0
216394.0,16,BOU05631997,2020-05-19 11:43:01,2021-07-06 15:54:46,2550.0,1.0
216398.0,16,BOU05711927,2020-05-19 11:57:41,2021-07-06 15:54:46,2550.0,1.0
216457.0,16,BOU051931954,2020-05-19 16:24:44,2021-07-06 15:54:46,2700.0,1.0
216544.0,16,BOU051392088,2020-05-20 15:27:04,2021-07-06 15:54:46,449.0,1.0
216548.0,16,BOU051472071,2020-05-20 15:31:10,2021-07-06 15:54:46,649.0,1.0
217769.0,16,B1BOS072811313,2020-07-13 15:03:23,2021-07-06 15:54:46,1900.0,1.0
217929.0,16,B1BOS07311676,2020-07-16 17:32:39,2021-07-06 15:54:46,850.0,1.0
223572.0,16,B1BOS113319,2020-11-19 17:30:24,2021-07-06 15:54:46,13800.0,1.0
224419.0,16,B1OK123931,2020-12-31 11:34:42,2021-07-06 15:54:46,1125.0,1.0
224688.0,16,B1BOS01271179,2021-01-11 11:23:12,2021-07-06 15:54:46,13500.0,1.0
224690.0,16,B1BOS01311155,2021-01-11 11:26:43,2021-07-06 15:54:46,180.76,1.0
224695.0,16,B1BOS01411136,2021-01-11 11:38:38,2021-07-06 15:54:46,180.76,1.0
227106.0,16,B1BOS06230191,2021-06-01 13:59:27,2021-07-06 15:54:46,275.0,1.0
227107.0,16,B1BOS06250178,2021-06-01 14:02:40,2021-07-06 15:54:46,275.0,1.0
227108.0,16,B1BOS06270115,2021-06-01 14:03:26,2021-07-06 15:54:46,275.0,1.0
227109.0,16,B1BOS06290186,2021-06-01 14:06:05,2021-07-06 15:54:46,275.0,1.0
227110.0,16,B1BOS06310121,2021-06-01 14:22:40,2021-07-06 15:54:46,2200.0,1.0
227111.0,16,B1BOS06330166,2021-06-01 14:33:31,2021-07-06 15:54:46,2640.0,2.0
227112.0,16,B1BOS06350169,2021-06-01 14:36:45,2021-07-06 15:54:46,2200.0,1.0
227113.0,16,B1BOS06370167,2021-06-01 14:38:06,2021-07-06 15:54:46,1320.0,1.0
227114.0,16,B1BOS06390137,2021-06-01 14:41:45,2021-07-06 15:54:46,1320.0,1.0
227118.0,16,B1BOS06470197,2021-06-01 15:50:27,2021-07-06 15:54:46,275.0,1.0
227119.0,16,B1BOS06490125,2021-06-01 23:29:10,2021-07-06 15:54:46,1624.0,1.0
227122.0,16,B1BOS0670276,2021-06-02 09:07:43,2021-07-06 15:54:46,1624.0,1.0
227123.0,16,B1BOS0690212,2021-06-02 09:14:19,2021-07-06 15:54:46,2088.0,1.0
227124.0,16,B1BOS06110254,2021-06-02 09:55:22,2021-07-06 15:54:46,450.0,2.0
227125.0,16,B1BOS06130222,2021-06-02 09:55:57,2021-07-06 15:54:46,450.0,2.0
227126.0,16,B1BOS06150287,2021-06-02 09:57:42,2021-07-06 15:54:46,450.0,2.0
227127.0,16,B1BOS06170267,2021-06-02 09:59:17,2021-07-06 15:54:46,450.0,2.0
227128.0,16,B1BOS06190232,2021-06-02 09:59:42,2021-07-06 15:54:46,250.0,1.0
227129.0,16,B1BOS06210258,2021-06-02 10:08:01,2021-07-06 15:54:46,2488.0,3.0
227131.0,16,B1BOS06250286,2021-06-02 12:07:33,2021-07-06 15:54:46,125.0,2.0
227132.0,16,B1BOS06270223,2021-06-02 12:08:15,2021-07-06 15:54:46,125.0,2.0
227133.0,16,B1BOS06290285,2021-06-02 12:08:47,2021-07-06 15:54:46,125.0,2.0
227134.0,16,B1BOS06310297,2021-06-02 12:09:52,2021-07-06 15:54:46,250.0,1.0
227135.0,16,B1BOS06330283,2021-06-02 12:12:38,2021-07-06 15:54:46,45.0,1.0
227136.0,16,B1BOS06350224-1,2021-06-02 12:14:05,2021-07-06 15:54:46,80.0,
227137.0,16,B1BOS06350224-2,2021-06-02 12:14:06,2021-07-06 15:54:46,45.0,
227139.0,16,B1BOS06390225,2021-06-02 12:54:13,2021-07-06 15:54:46,250.0,1.0
227141.0,16,B1BOS06430278,2021-06-02 13:24:42,2021-07-06 15:54:46,125.0,2.0
227142.0,16,B1BOS06450260,2021-06-02 13:25:27,2021-07-06 15:54:46,125.0,2.0
227143.0,16,B1BOS06470221,2021-06-02 13:26:32,2021-07-06 15:54:46,125.0,2.0
227148.0,16,B1BOS06570218,2021-06-02 18:48:26,2021-07-06 15:54:46,109.0,1.0
227149.0,16,B1BOS06590295,2021-06-02 18:48:44,2021-07-06 15:54:46,450.0,2.0
227150.0,16,B1BOS06610266,2021-06-02 18:49:00,2021-07-06 15:54:46,450.0,2.0
227151.0,16,B1BOS06630246,2021-06-02 18:52:37,2021-07-06 15:54:46,600.0,3.0
227152.0,16,B1BOS06650236,2021-06-02 18:56:43,2021-07-06 15:54:46,800.0,4.0
227154.0,16,B1BOS0650395,2021-06-03 11:19:21,2021-07-06 15:54:46,675.0,7.0
227155.0,16,B1BOS0670359,2021-06-03 11:21:23,2021-07-06 15:54:46,275.0,1.0
227157.0,16,B1BOS06110360,2021-06-03 11:42:51,2021-07-06 15:54:46,125.0,2.0
227159.0,16,B1BOS06150310-1,2021-06-03 11:47:11,2021-07-06 15:54:46,80.0,
227160.0,16,B1BOS06150310-2,2021-06-03 11:47:11,2021-07-06 15:54:46,45.0,
227161.0,16,B1BOS06170319-1,2021-06-03 11:48:36,2021-07-06 15:54:46,80.0,
227162.0,16,B1BOS06170319-2,2021-06-03 11:48:37,2021-07-06 15:54:46,45.0,
227164.0,16,B1BOS06210328,2021-06-03 13:27:38,2021-07-06 15:54:46,275.0,1.0
227220.0,16,B1BOS0630460,2021-06-04 09:06:32,2021-07-06 15:54:46,275.0,1.0
227221.0,16,B1BOS0650431,2021-06-04 09:09:07,2021-07-06 15:54:46,275.0,1.0
227222.0,16,B1BOS0670457,2021-06-04 09:09:48,2021-07-06 15:54:46,350.0,1.0
227223.0,16,B1BOS0690489,2021-06-04 17:11:42,2021-07-06 15:54:46,1100.0,4.0
227224.0,16,B1BOS06110464,2021-06-04 17:12:30,2021-07-06 15:54:46,350.0,1.0
227225.0,16,B1BOS06130472-1,2021-06-04 17:14:54,2021-07-06 15:54:46,80.0,
227226.0,16,B1BOS06130472-2,2021-06-04 17:14:55,2021-07-06 15:54:46,45.0,
227227.0,16,B1BOS06150425,2021-06-04 17:15:24,2021-07-06 15:54:46,2088.0,1.0
227228.0,16,B1BOS06170432,2021-06-04 17:16:05,2021-07-06 15:54:46,1500.0,5.0
227229.0,16,B1BOS0630543,2021-06-05 12:10:44,2021-07-06 15:54:46,1725.0,6.0
227230.0,16,B1BOS0650597,2021-06-05 12:11:43,2021-07-06 15:54:46,1950.0,7.0
227231.0,16,B1BOS0670572,2021-06-05 12:12:18,2021-07-06 15:54:46,2175.0,8.0
227232.0,16,B1BOS0690519,2021-06-05 12:13:29,2021-07-06 15:54:46,2400.0,9.0
227233.0,16,B1BOS06110545,2021-06-05 12:16:13,2021-07-06 15:54:46,2850.0,11.0
227234.0,16,B1BOS06130556,2021-06-05 12:16:50,2021-07-06 15:54:46,275.0,1.0
227235.0,16,B1BOS06150563,2021-06-05 12:18:38,2021-07-06 15:54:46,275.0,1.0
227236.0,16,B1BOS06170560,2021-06-05 12:21:43,2021-07-06 15:54:46,95.0,1.0
227237.0,16,B1BOS06190542,2021-06-05 13:06:25,2021-07-06 15:54:46,96.0,1.0
227238.0,16,B1BOS0630618,2021-06-06 09:48:13,2021-07-06 15:54:46,275.0,1.0
227239.0,16,B1BOS0650652,2021-06-06 09:50:19,2021-07-06 15:54:46,275.0,1.0
227240.0,16,B1BOS0670635,2021-06-06 10:19:48,2021-07-06 15:54:46,275.0,1.0
227241.0,16,B1BOS0690621,2021-06-06 10:24:38,2021-07-06 15:54:46,275.0,1.0
227242.0,16,B1BOS06110637-1,2021-06-06 10:26:03,2021-07-06 15:54:46,80.0,
227243.0,16,B1BOS06110637-2,2021-06-06 10:26:04,2021-07-06 15:54:46,45.0,
227244.0,16,B1BOS06130611,2021-06-06 10:26:37,2021-07-06 15:54:46,2088.0,1.0
227245.0,16,B1BOS06150684,2021-06-06 10:27:07,2021-07-06 15:54:46,275.0,1.0
227246.0,16,B1BOS06170675,2021-06-06 10:27:43,2021-07-06 15:54:46,275.0,1.0
227298.0,16,B1BOS061190667,2021-06-06 13:58:37,2021-07-06 15:54:46,275.0,1.0
227299.0,16,B1BOS061210683,2021-06-06 13:59:12,2021-07-06 15:54:46,275.0,1.0
227300.0,16,B1BOS061230624,2021-06-06 13:59:46,2021-07-06 15:54:46,275.0,1.0
227301.0,16,B1BOS061250689-1,2021-06-06 14:00:17,2021-07-06 15:54:46,80.0,
227302.0,16,B1BOS061250689-2,2021-06-06 14:00:18,2021-07-06 15:54:46,45.0,
227303.0,16,B1BOS061270648,2021-06-06 14:00:46,2021-07-06 15:54:46,2088.0,1.0
227304.0,16,B1BOS061290626,2021-06-06 14:01:27,2021-07-06 15:54:46,275.0,1.0
227305.0,16,B1BOS061310617,2021-06-06 14:02:11,2021-07-06 15:54:46,275.0,1.0
227307.0,16,B1BOS061350679,2021-06-06 14:03:27,2021-07-06 15:54:46,275.0,1.0
227308.0,16,B1BOS061370624,2021-06-06 14:06:17,2021-07-06 15:54:46,275.0,1.0
227320.0,16,B1BOS061610659,2021-06-06 17:04:05,2021-07-06 15:54:46,275.0,1.0
